########################################3
p p > kkgrav when  p = g to the parameter ktilde = 0.1 to GF @ 13 TeV
(fully composite top)

Madgraph CTEQ6L PDF

the format of the table is:

"Mass(GeV) CX_GF(pb) CX_VBF(pb) CX_Vassociated(pb)"

if you want the cross section (CX) using a ktilda' you do

CX(ktilda',pb) = CX(ktilda=0.1,pb) * (ktilda' / 0.1)^2

you can find the decay rates in the file bulk_KKgrav_decay.txt
######################################################
200	6.537229867251689	1.1608088521134687	0.001576
260	2.2733578806039727	0.2656423049730071	0.0013226
300	1.256694009816155	0.12250189857639773	0.00052642
350	0.6521398625960485	0.05253395828040481	0.00023797
400	0.3650797967703451	0.02663224274892461	0.00013431
450	0.21512935985776466	0.014628214252845297	0.000076685
500	0.13347826223486373	0.008475809379185448	0.000047977
550	0.08554711507482657	0.005351335666658322	0.000029429
600	0.056843967964425014	0.0035304560325193864	0.000019724
650	0.03857639212854142	0.002341043395997597	0.000014527
700	0.026824562795640827	0.00166304398466323	0.000010211
750	0.01899743024775287	0.0011979988787819513	7.15e-6
800	0.013755519724221796	0.0008680831550666601	5.3641e-6
850	0.010078625380416087	0.0006554694930922385	3.9551e-6
900	0.0074375730403001905	0.0005023174822765301	3.0753e-6
950	0.005603580846282929	0.0003816214877194783	2.4133e-6
1000	0.004243014328839541	0.00030084407204545313	1.8957e-6
1050	0.0032624062870656484	0.00023790227774824445	1.5091e-6
1100	0.002518248355913482	0.00018779258658424927	1.2295e-6
1150	0.001969243349617718	0.0001504450755892193	9.7236e-7
1200	0.0015439875571146818	0.00012421601550075312	8.0924e-7
1250	0.0012242230101715997	0.00009918477651334839	6.6645e-7
1300	0.00097385458556071	0.00008099071318652813	5.4548e-7
1350	0.0007797476304401603	0.00006602960402186643	4.615e-7
1400	0.000629558638637462	0.0000556323653164861	3.8089e-7
1450	0.0005086373866495249	0.000045516719270206264	3.1465e-7
