########################################3
p p > kkgrav when  p = g to the parameter ktilde = 0.1 to GF @ 13 TeV
(fully composite top)

Madgraph CTEQ6L PDF

the format of the table is:

"Mass(GeV) CX_GF(pb) CX_VBF(pb) CX_Vassociated(pb)"

if you want the cross section (CX) using a ktilda' you do

CX(ktilda',pb) = CX(ktilda=0.1,pb) * (ktilda' / 0.1)^2

you can find the decay rates in the file bulk_KKgrav_decay.txt
######################################################
200	5.649417401247585	0.8703400410517915	0.0022975
260	1.9429371431011526	0.20811599635717512	0.00088293
300	1.0684873854214705	0.09355025622182807	0.00044565
350	0.5514532256075042	0.042350397932528386	0.00021202
400	0.30646520928197674	0.020874586869496704	0.00013459
450	0.1796483415002634	0.011679453943404314	0.000062948
500	0.1102129890727813	0.006913454155181059	0.000041815
550	0.07045280534342299	0.004387138059195634	0.000026631
600	0.046310769831789535	0.0028339815646110968	0.000019169
650	0.03127154730329527	0.0019301731640456164	0.000012866
700	0.02161133022878741	0.001319791285382518	9.4207e-6
750	0.01524141818968972	0.0009645241836075946	6.435e-6
800	0.010953371285280107	0.0007147907106823241	4.8922e-6
850	0.007973233764684683	0.0005412864203208783	3.6599e-6
900	0.005886101099004809	0.00040289742536011084	2.7814e-6
950	0.004386360642407879	0.00031246590850554466	2.2007e-6
1000	0.0033153186581553304	0.00024188203076743177	1.7224e-6
1050	0.0025337224464699252	0.0001881223263255059	1.3673e-6
1100	0.0019499014923576293	0.00014815657053452808	1.0867e-6
1150	0.0015106660056920108	0.0001190535602959353	8.9525e-7
1200	0.0011796819730577413	0.00009574871670195427	7.2956e-7
1250	0.0009290485361395383	0.00007794976921074146	5.8814e-7
1300	0.0007342676766258561	0.00006371905433878693	4.8482e-7
1350	0.0005857353481100774	0.0000521879408628415	3.9779e-7
1400	0.0004688386674106958	0.00004263891458051673	3.388e-7
1450	0.0003780591771340791	0.000035858146614997535	2.8806e-7
1500	0.00030704401954085035	0.000029824208488726657	no
2000	0.00004542880185027153	5.612175572119629e-6	no
2500	8.674571731526816e-6	1.3446615837317044e-6	no
3000	1.9201182127764607e-6	3.5331999094390525e-7 no

